week;indicator;inc;inc_low;inc_up;inc100;inc100_low;inc100_up;geo_insee;geo_name
199426;6;37523;31558;43488;65;55;75;FR;France
199425;6;40505;34479;46531;70;60;80;FR;France
199424;6;51665;43349;59981;90;76;104;FR;France
199423;6;33453;16601;50305;58;29;87;FR;France
199422;6;34391;22587;46195;60;39;81;FR;France
199421;6;38774;30523;47025;67;53;81;FR;France
199420;6;38681;32844;44518;67;57;77;FR;France
199419;6;32248;27209;37287;56;47;65;FR;France
199418;6;33530;28265;38795;58;49;67;FR;France
199417;6;39894;33949;45839;69;59;79;FR;France
199416;6;38239;32606;43872;66;56;76;FR;France
199415;6;38362;32852;43872;67;57;77;FR;France
199414;6;44953;39003;50903;78;68;88;FR;France
199413;6;42353;36487;48219;74;64;84;FR;France
199412;6;52021;45441;58601;90;79;101;FR;France
199411;6;57987;50989;64985;101;89;113;FR;France
199410;6;61530;54113;68947;107;94;120;FR;France
199409;6;55357;47777;62937;96;83;109;FR;France
199408;6;73030;64397;81663;127;112;142;FR;France
199407;6;79252;70892;87612;138;123;153;FR;France
199406;6;89214;80399;98029;155;140;170;FR;France
199405;6;96210;86816;105604;167;151;183;FR;France
199404;6;120780;110349;131211;210;192;228;FR;France
199403;6;128629;118402;138856;223;205;241;FR;France
199402;6;155746;144422;167070;271;251;291;FR;France
199401;6;186880;174293;199467;325;303;347;FR;France
199352;6;121939;111571;132307;213;195;231;FR;France
199351;6;76331;68468;84194;133;119;147;FR;France
199350;6;72821;65630;80012;127;114;140;FR;France
199349;6;77041;69523;84559;134;121;147;FR;France
199348;6;47546;41397;53695;83;72;94;FR;France
199347;6;58145;50922;65368;101;88;114;FR;France
199346;6;54097;47382;60812;94;82;106;FR;France
199345;6;54145;47591;60699;94;83;105;FR;France
199344;6;48001;41594;54408;84;73;95;FR;France
199343;6;40276;34055;46497;70;59;81;FR;France
199342;6;52681;45708;59654;92;80;104;FR;France
199341;6;56264;49305;63223;98;86;110;FR;France
199340;6;57308;49942;64674;100;87;113;FR;France
199339;6;56618;49287;63949;99;86;112;FR;France
199338;6;52537;45558;59516;92;80;104;FR;France
199337;6;52557;45583;59531;92;80;104;FR;France
199336;6;52211;45105;59317;91;79;103;FR;France
199335;6;49306;41922;56690;86;73;99;FR;France
199334;6;63966;54240;73692;111;94;128;FR;France
199333;6;58409;48623;68195;102;85;119;FR;France
199332;6;61012;50974;71050;106;89;123;FR;France
199331;6;52729;43702;61756;92;76;108;FR;France
199330;6;40403;33083;47723;70;57;83;FR;France
199329;6;42458;35169;49747;74;61;87;FR;France
199328;6;39893;33290;46496;70;58;82;FR;France
199327;6;35966;29972;41960;63;53;73;FR;France
199326;6;38815;32751;44879;68;57;79;FR;France
199325;6;41728;34924;48532;73;61;85;FR;France
199324;6;33710;27250;40170;59;48;70;FR;France
199323;6;37525;31336;43714;65;54;76;FR;France
199322;6;32811;27056;38566;57;47;67;FR;France
199321;6;34536;28570;40502;60;50;70;FR;France
199320;6;35497;29323;41671;62;51;73;FR;France
199319;6;36579;30649;42509;64;54;74;FR;France
199318;6;34739;28927;40551;61;51;71;FR;France
199317;6;30479;24694;36264;53;43;63;FR;France
199316;6;32454;26629;38279;57;47;67;FR;France
199315;6;47587;39964;55210;83;70;96;FR;France
199314;6;44236;36848;51624;77;64;90;FR;France
199313;6;48915;41483;56347;85;72;98;FR;France
199312;6;39402;33613;45191;69;59;79;FR;France
199311;6;45096;39113;51079;79;69;89;FR;France
199310;6;47668;41417;53919;83;72;94;FR;France
199309;6;42500;36278;48722;74;63;85;FR;France
199308;6;50202;43363;57041;88;76;100;FR;France
199307;6;56925;50089;63761;99;87;111;FR;France
199306;6;70408;62557;78259;123;109;137;FR;France
199305;6;81874;73560;90188;143;129;157;FR;France
199304;6;94153;85795;102511;164;149;179;FR;France
199303;6;129031;119085;138977;225;208;242;FR;France
199302;6;164119;153134;175104;286;267;305;FR;France
199301;6;239654;225838;253470;418;394;442;FR;France
199253;6;182891;170198;195584;320;298;342;FR;France
199252;6;125773;114791;136755;220;201;239;FR;France
199251;6;79675;71105;88245;140;125;155;FR;France
199250;6;81240;73585;88895;142;129;155;FR;France
199249;6;75039;67817;82261;131;118;144;FR;France
199248;6;71703;64501;78905;126;113;139;FR;France
199247;6;64886;58104;71668;114;102;126;FR;France
199246;6;60280;53413;67147;106;94;118;FR;France
199245;6;58152;51257;65047;102;90;114;FR;France
199244;6;46602;40567;52637;82;71;93;FR;France
199243;6;50985;44863;57107;89;78;100;FR;France
199242;6;55074;48569;61579;96;85;107;FR;France
199241;6;50016;43919;56113;88;77;99;FR;France
199240;6;46129;40263;51995;81;71;91;FR;France
199239;6;51558;45434;57682;90;79;101;FR;France
199238;6;60804;54091;67517;106;94;118;FR;France
199237;6;53560;47075;60045;94;83;105;FR;France
199236;6;57874;50408;65340;101;88;114;FR;France
199235;6;63023;54579;71467;110;95;125;FR;France
199234;6;69059;59325;78793;121;104;138;FR;France
199233;6;59819;50641;68997;105;89;121;FR;France
199232;6;51503;42971;60035;90;75;105;FR;France
199231;6;46541;38941;54141;81;68;94;FR;France
199230;6;41711;34263;49159;73;60;86;FR;France
199229;6;31025;24602;37448;54;43;65;FR;France
199228;6;35627;28570;42684;62;50;74;FR;France
199227;6;22991;17760;28222;40;31;49;FR;France
199226;6;28541;22718;34364;50;40;60;FR;France
199225;6;28309;23010;33608;50;41;59;FR;France
199224;6;34702;28375;41029;61;50;72;FR;France
199223;6;42896;35815;49977;75;63;87;FR;France
199222;6;34984;28685;41283;61;50;72;FR;France
199221;6;30910;25273;36547;54;44;64;FR;France
199220;6;33576;27748;39404;59;49;69;FR;France
199219;6;33044;26000;40088;58;46;70;FR;France
199218;6;39923;31959;47887;70;56;84;FR;France
199217;6;35565;28593;42537;62;50;74;FR;France
199216;6;37619;29890;45348;66;52;80;FR;France
199215;6;38173;30789;45557;67;54;80;FR;France
199214;6;38870;31484;46256;68;55;81;FR;France
199213;6;40997;33706;48288;72;59;85;FR;France
199212;6;47586;39045;56127;83;68;98;FR;France
199211;6;48012;38538;57486;84;67;101;FR;France
199210;6;51007;40769;61245;89;71;107;FR;France
199209;6;48479;39613;57345;85;69;101;FR;France
199208;6;52800;42657;62943;92;74;110;FR;France
199207;6;75966;64621;87311;133;113;153;FR;France
199206;6;89520;78168;100872;157;137;177;FR;France
199205;6;88930;77827;100033;156;137;175;FR;France
199204;6;77204;66520;87888;135;116;154;FR;France
199203;6;89283;77436;101130;156;135;177;FR;France
199202;6;103264;88802;117726;181;156;206;FR;France
199201;6;100108;84797;115419;175;148;202;FR;France
199152;6;79082;67074;91090;139;118;160;FR;France
199151;6;53903;45156;62650;95;80;110;FR;France
199150;6;58026;48927;67125;102;86;118;FR;France
199149;6;59888;50476;69300;105;88;122;FR;France
199148;6;53635;44853;62417;94;79;109;FR;France
199147;6;39350;31826;46874;69;56;82;FR;France
199146;6;43056;34615;51497;76;61;91;FR;France
199145;6;42844;33364;52324;75;58;92;FR;France
199144;6;31493;22934;40052;55;40;70;FR;France
199143;6;31729;23816;39642;56;42;70;FR;France
199142;6;40793;31514;50072;72;56;88;FR;France
199141;6;41182;32029;50335;72;56;88;FR;France
199140;6;36861;25422;48300;65;45;85;FR;France
199139;6;48857;39662;58052;86;70;102;FR;France
199138;6;64713;53072;76354;114;94;134;FR;France
199137;6;36369;27845;44893;64;49;79;FR;France
199136;6;35973;26580;45366;63;46;80;FR;France
199135;6;49023;36226;61820;86;63;109;FR;France
199134;6;62067;46275;77859;109;81;137;FR;France
199133;6;58157;43385;72929;102;76;128;FR;France
199132;6;47887;34016;61758;84;60;108;FR;France
199131;6;33923;17102;50744;60;30;90;FR;France
199130;6;28432;15874;40990;50;28;72;FR;France
199129;6;30146;20588;39704;53;36;70;FR;France
199128;6;13066;6634;19498;23;12;34;FR;France
199127;6;31675;21605;41745;56;38;74;FR;France
199126;6;31182;22968;39396;55;41;69;FR;France
199125;6;35174;27302;43046;62;48;76;FR;France
199124;6;31618;23332;39904;56;41;71;FR;France
199123;6;25962;19160;32764;46;34;58;FR;France
199122;6;30349;22919;37779;53;40;66;FR;France
199121;6;28041;20063;36019;49;35;63;FR;France
199120;6;29243;21848;36638;51;38;64;FR;France
199119;6;19265;13479;25051;34;24;44;FR;France
199118;6;15305;9766;20844;27;17;37;FR;France
199117;6;27344;20717;33971;48;36;60;FR;France
199116;6;30480;23739;37221;54;42;66;FR;France
199115;6;25094;19209;30979;44;34;54;FR;France
199114;6;27415;21126;33704;48;37;59;FR;France
199113;6;27080;20932;33228;48;37;59;FR;France
199112;6;31763;24857;38669;56;44;68;FR;France
199111;6;46121;38790;53452;81;68;94;FR;France
199110;6;54270;44962;63578;95;79;111;FR;France
199109;6;45425;36773;54077;80;65;95;FR;France
199108;6;65492;55199;75785;115;97;133;FR;France
199107;6;75873;65525;86221;133;115;151;FR;France
199106;6;96921;85469;108373;171;151;191;FR;France
199105;6;86653;75381;97925;152;132;172;FR;France
199104;6;83835;72045;95625;147;126;168;FR;France
199103;6;87350;75307;99393;154;133;175;FR;France
199102;6;119199;104917;133481;210;185;235;FR;France
199101;6;103640;90048;117232;182;158;206;FR;France
199052;6;87762;74935;100589;155;132;178;FR;France
199051;6;60580;49855;71305;107;88;126;FR;France
199050;6;34516;27468;41564;61;49;73;FR;France
199049;6;5209;2439;7979;9;4;14;FR;France
