time;Auvergne-Rhône-Alpes;Bourgogne-Franche-Comté;Bretagne;Centre-Val de Loire;Corsica;Grand Est;Hauts-de-France;Normandie;Nouvelle-Aquitaine;Occitanie;Pays de la Loire;Provence-Alpes-Côte d’Azur;Île-de-France
1987-01-01;10.8;10.8;10.8;10.8;12.05;10.8;10.8;10.8;10.8;10.8;10.8;10.8;10.8
1987-01-02;8.82;8.82;8.82;8.82;8.7;8.82;8.82;8.82;8.82;8.82;8.82;8.82;8.82
1987-01-03;4.27;4.27;4.27;4.27;3.1;4.27;4.27;4.27;4.27;4.27;4.27;4.27;4.27
1987-01-04;1.7699999999999996;1.7699999999999996;1.7699999999999996;1.7699999999999996;-0.35;1.7699999999999996;1.7699999999999996;1.7699999999999996;1.7699999999999996;1.7699999999999996;1.7699999999999996;1.7699999999999996;1.7699999999999996
1987-01-05;4.94;4.94;4.94;4.94;5.3;4.94;4.94;4.94;4.94;4.94;4.94;4.94;4.94
1987-01-06;6.709999999999999;6.709999999999999;6.709999999999999;6.709999999999999;7.0;6.709999999999999;6.709999999999999;6.709999999999999;6.709999999999999;6.709999999999999;6.709999999999999;6.709999999999999;6.709999999999999
1987-01-07;2.2;2.2;2.2;2.2;1.7999999999999998;2.2;2.2;2.2;2.2;2.2;2.2;2.2;2.2
1987-01-08;-0.35;-0.35;-0.35;-0.35;-1.0;-0.35;-0.35;-0.35;-0.35;-0.35;-0.35;-0.35;-0.35
1987-01-09;1.0100000000000002;1.0100000000000002;1.0100000000000002;1.0100000000000002;1.65;1.0100000000000002;1.0100000000000002;1.0100000000000002;1.0100000000000002;1.0100000000000002;1.0100000000000002;1.0100000000000002;1.0100000000000002
1987-01-10;1.91;1.91;1.91;1.91;1.5;1.91;1.91;1.91;1.91;1.91;1.91;1.91;1.91
1987-01-11;-2.94;-2.94;-2.94;-2.94;-4.25;-2.94;-2.94;-2.94;-2.94;-2.94;-2.94;-2.94;-2.94
1987-01-12;-7.390000000000001;-7.390000000000001;-7.390000000000001;-7.390000000000001;-7.85;-7.390000000000001;-7.390000000000001;-7.390000000000001;-7.390000000000001;-7.390000000000001;-7.390000000000001;-7.390000000000001;-7.390000000000001
1987-01-13;-3.96;-3.96;-3.96;-3.96;-5.949999999999999;-3.96;-3.96;-3.96;-3.96;-3.96;-3.96;-3.96;-3.96
1987-01-14;-3.6399999999999992;-3.6399999999999992;-3.6399999999999992;-3.6399999999999992;-5.85;-3.6399999999999992;-3.6399999999999992;-3.6399999999999992;-3.6399999999999992;-3.6399999999999992;-3.6399999999999992;-3.6399999999999992;-3.6399999999999992
1987-01-15;-4.93;-4.93;-4.93;-4.93;-7.75;-4.93;-4.93;-4.93;-4.93;-4.93;-4.93;-4.93;-4.93
1987-01-16;-6.83;-6.83;-6.83;-6.83;-9.6;-6.83;-6.83;-6.83;-6.83;-6.83;-6.83;-6.83;-6.83
1987-01-17;-7.219999999999999;-7.219999999999999;-7.219999999999999;-7.219999999999999;-12.35;-7.219999999999999;-7.219999999999999;-7.219999999999999;-7.219999999999999;-7.219999999999999;-7.219999999999999;-7.219999999999999;-7.219999999999999
1987-01-18;-5.92;-5.92;-5.92;-5.92;-10.4;-5.92;-5.92;-5.92;-5.92;-5.92;-5.92;-5.92;-5.92
1987-01-19;-4.539999999999999;-4.539999999999999;-4.539999999999999;-4.539999999999999;-7.7;-4.539999999999999;-4.539999999999999;-4.539999999999999;-4.539999999999999;-4.539999999999999;-4.539999999999999;-4.539999999999999;-4.539999999999999
1987-01-20;-3.26;-3.26;-3.26;-3.26;-5.25;-3.26;-3.26;-3.26;-3.26;-3.26;-3.26;-3.26;-3.26
1987-01-21;-1.82;-1.82;-1.82;-1.82;-3.85;-1.82;-1.82;-1.82;-1.82;-1.82;-1.82;-1.82;-1.82
1987-01-22;-1.17;-1.17;-1.17;-1.17;-3.5;-1.17;-1.17;-1.17;-1.17;-1.17;-1.17;-1.17;-1.17
1987-01-23;-0.4799999999999998;-0.4799999999999998;-0.4799999999999998;-0.4799999999999998;-1.25;-0.4799999999999998;-0.4799999999999998;-0.4799999999999998;-0.4799999999999998;-0.4799999999999998;-0.4799999999999998;-0.4799999999999998;-0.4799999999999998
1987-01-24;1.09;1.09;1.09;1.09;0.25;1.09;1.09;1.09;1.09;1.09;1.09;1.09;1.09
1987-01-25;1.6599999999999997;1.6599999999999997;1.6599999999999997;1.6599999999999997;0.3;1.6599999999999997;1.6599999999999997;1.6599999999999997;1.6599999999999997;1.6599999999999997;1.6599999999999997;1.6599999999999997;1.6599999999999997
1987-01-26;2.9799999999999995;2.9799999999999995;2.9799999999999995;2.9799999999999995;1.75;2.9799999999999995;2.9799999999999995;2.9799999999999995;2.9799999999999995;2.9799999999999995;2.9799999999999995;2.9799999999999995;2.9799999999999995
1987-01-27;3.41;3.41;3.41;3.41;4.35;3.41;3.41;3.41;3.41;3.41;3.41;3.41;3.41
1987-01-28;4.199999999999999;4.199999999999999;4.199999999999999;4.199999999999999;4.3500000000000005;4.199999999999999;4.199999999999999;4.199999999999999;4.199999999999999;4.199999999999999;4.199999999999999;4.199999999999999;4.199999999999999
1987-01-29;3.66;3.66;3.66;3.66;4.3;3.66;3.66;3.66;3.66;3.66;3.66;3.66;3.66
1987-01-30;1.7;1.7;1.7;1.7;2.05;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7
1987-01-31;1.58;1.58;1.58;1.58;1.95;1.58;1.58;1.58;1.58;1.58;1.58;1.58;1.58
1987-02-01;2.56;2.56;2.56;2.56;2.5;2.56;2.56;2.56;2.56;2.56;2.56;2.56;2.56
1987-02-02;4.92;4.92;4.92;4.92;5.300000000000001;4.92;4.92;4.92;4.92;4.92;4.92;4.92;4.92
1987-02-03;6.21;6.21;6.21;6.21;6.05;6.21;6.21;6.21;6.21;6.21;6.21;6.21;6.21
1987-02-04;6.28;6.28;6.28;6.28;5.75;6.28;6.28;6.28;6.28;6.28;6.28;6.28;6.28
1987-02-05;5.799999999999999;5.799999999999999;5.799999999999999;5.799999999999999;4.2;5.799999999999999;5.799999999999999;5.799999999999999;5.799999999999999;5.799999999999999;5.799999999999999;5.799999999999999;5.799999999999999
1987-02-06;5.74;5.74;5.74;5.74;5.55;5.74;5.74;5.74;5.74;5.74;5.74;5.74;5.74
1987-02-07;7.169999999999999;7.169999999999999;7.169999999999999;7.169999999999999;8.1;7.169999999999999;7.169999999999999;7.169999999999999;7.169999999999999;7.169999999999999;7.169999999999999;7.169999999999999;7.169999999999999
1987-02-08;8.490000000000002;8.490000000000002;8.490000000000002;8.490000000000002;9.05;8.490000000000002;8.490000000000002;8.490000000000002;8.490000000000002;8.490000000000002;8.490000000000002;8.490000000000002;8.490000000000002
1987-02-09;9.06;9.06;9.06;9.06;10.1;9.06;9.06;9.06;9.06;9.06;9.06;9.06;9.06
1987-02-10;8.34;8.34;8.34;8.34;8.0;8.34;8.34;8.34;8.34;8.34;8.34;8.34;8.34
1987-02-11;6.26;6.26;6.26;6.26;4.65;6.26;6.26;6.26;6.26;6.26;6.26;6.26;6.26
1987-02-12;6.33;6.33;6.33;6.33;5.4;6.33;6.33;6.33;6.33;6.33;6.33;6.33;6.33
1987-02-13;5.62;5.62;5.62;5.62;3.95;5.62;5.62;5.62;5.62;5.62;5.62;5.62;5.62
1987-02-14;7.289999999999999;7.289999999999999;7.289999999999999;7.289999999999999;7.0;7.289999999999999;7.289999999999999;7.289999999999999;7.289999999999999;7.289999999999999;7.289999999999999;7.289999999999999;7.289999999999999
1987-02-15;4.890000000000001;4.890000000000001;4.890000000000001;4.890000000000001;3.65;4.890000000000001;4.890000000000001;4.890000000000001;4.890000000000001;4.890000000000001;4.890000000000001;4.890000000000001;4.890000000000001
1987-02-16;2.98;2.98;2.98;2.98;1.75;2.98;2.98;2.98;2.98;2.98;2.98;2.98;2.98
1987-02-17;1.64;1.64;1.64;1.64;0.3;1.64;1.64;1.64;1.64;1.64;1.64;1.64;1.64
1987-02-18;1.0099999999999998;1.0099999999999998;1.0099999999999998;1.0099999999999998;-0.35;1.0099999999999998;1.0099999999999998;1.0099999999999998;1.0099999999999998;1.0099999999999998;1.0099999999999998;1.0099999999999998;1.0099999999999998
1987-02-19;0.49;0.49;0.49;0.49;-0.9;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49
1987-02-20;0.41;0.41;0.41;0.41;-1.1;0.41;0.41;0.41;0.41;0.41;0.41;0.41;0.41
1987-02-21;0.96;0.96;0.96;0.96;-0.2499999999999999;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96
1987-02-22;1.96;1.96;1.96;1.96;0.6;1.96;1.96;1.96;1.96;1.96;1.96;1.96;1.96
1987-02-23;2.85;2.85;2.85;2.85;2.1;2.85;2.85;2.85;2.85;2.85;2.85;2.85;2.85
1987-02-24;2.1700000000000004;2.1700000000000004;2.1700000000000004;2.1700000000000004;1.1;2.1700000000000004;2.1700000000000004;2.1700000000000004;2.1700000000000004;2.1700000000000004;2.1700000000000004;2.1700000000000004;2.1700000000000004
1987-02-25;4.659999999999999;4.659999999999999;4.659999999999999;4.659999999999999;3.45;4.659999999999999;4.659999999999999;4.659999999999999;4.659999999999999;4.659999999999999;4.659999999999999;4.659999999999999;4.659999999999999
1987-02-26;7.45;7.45;7.45;7.45;7.7;7.45;7.45;7.45;7.45;7.45;7.45;7.45;7.45
1987-02-27;9.72;9.72;9.72;9.72;11.55;9.72;9.72;9.72;9.72;9.72;9.72;9.72;9.72
1987-02-28;11.17;11.17;11.17;11.17;11.5;11.17;11.17;11.17;11.17;11.17;11.17;11.17;11.17
1987-03-01;11.06;11.06;11.06;11.06;11.2;11.06;11.06;11.06;11.06;11.06;11.06;11.06;11.06
1987-03-02;10.56;10.56;10.56;10.56;9.9;10.56;10.56;10.56;10.56;10.56;10.56;10.56;10.56
1987-03-03;4.77;4.77;4.77;4.77;3.95;4.77;4.77;4.77;4.77;4.77;4.77;4.77;4.77
1987-03-04;2.6;2.6;2.6;2.6;1.9;2.6;2.6;2.6;2.6;2.6;2.6;2.6;2.6
1987-03-05;4.32;4.32;4.32;4.32;3.85;4.32;4.32;4.32;4.32;4.32;4.32;4.32;4.32
1987-03-06;3.86;3.86;3.86;3.86;4.9;3.86;3.86;3.86;3.86;3.86;3.86;3.86;3.86
1987-03-07;4.959999999999999;4.959999999999999;4.959999999999999;4.959999999999999;6.15;4.959999999999999;4.959999999999999;4.959999999999999;4.959999999999999;4.959999999999999;4.959999999999999;4.959999999999999;4.959999999999999
1987-03-08;5.94;5.94;5.94;5.94;7.35;5.94;5.94;5.94;5.94;5.94;5.94;5.94;5.94
1987-03-09;5.720000000000001;5.720000000000001;5.720000000000001;5.720000000000001;7.25;5.720000000000001;5.720000000000001;5.720000000000001;5.720000000000001;5.720000000000001;5.720000000000001;5.720000000000001;5.720000000000001
1987-03-10;5.84;5.84;5.84;5.84;6.6;5.84;5.84;5.84;5.84;5.84;5.84;5.84;5.84
1987-03-11;5.3;5.3;5.3;5.3;6.3500000000000005;5.3;5.3;5.3;5.3;5.3;5.3;5.3;5.3
1987-03-12;4.98;4.98;4.98;4.98;5.800000000000001;4.98;4.98;4.98;4.98;4.98;4.98;4.98;4.98
1987-03-13;4.539999999999999;4.539999999999999;4.539999999999999;4.539999999999999;4.2;4.539999999999999;4.539999999999999;4.539999999999999;4.539999999999999;4.539999999999999;4.539999999999999;4.539999999999999;4.539999999999999
1987-03-14;3.76;3.76;3.76;3.76;2.8000000000000003;3.76;3.76;3.76;3.76;3.76;3.76;3.76;3.76
1987-03-15;3.35;3.35;3.35;3.35;2.35;3.35;3.35;3.35;3.35;3.35;3.35;3.35;3.35
1987-03-16;4.450000000000001;4.450000000000001;4.450000000000001;4.450000000000001;4.15;4.450000000000001;4.450000000000001;4.450000000000001;4.450000000000001;4.450000000000001;4.450000000000001;4.450000000000001;4.450000000000001
1987-03-17;5.0;5.0;5.0;5.0;4.550000000000001;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
1987-03-18;6.790000000000001;6.790000000000001;6.790000000000001;6.790000000000001;6.85;6.790000000000001;6.790000000000001;6.790000000000001;6.790000000000001;6.790000000000001;6.790000000000001;6.790000000000001;6.790000000000001
1987-03-19;5.84;5.84;5.84;5.84;4.8;5.84;5.84;5.84;5.84;5.84;5.84;5.84;5.84
1987-03-20;4.109999999999999;4.109999999999999;4.109999999999999;4.109999999999999;3.8;4.109999999999999;4.109999999999999;4.109999999999999;4.109999999999999;4.109999999999999;4.109999999999999;4.109999999999999;4.109999999999999
1987-03-21;4.44;4.44;4.44;4.44;3.85;4.44;4.44;4.44;4.44;4.44;4.44;4.44;4.44
1987-03-22;6.469999999999999;6.469999999999999;6.469999999999999;6.469999999999999;6.05;6.469999999999999;6.469999999999999;6.469999999999999;6.469999999999999;6.469999999999999;6.469999999999999;6.469999999999999;6.469999999999999
1987-03-23;8.29;8.29;8.29;8.29;9.0;8.29;8.29;8.29;8.29;8.29;8.29;8.29;8.29
1987-03-24;10.16;10.16;10.16;10.16;10.8;10.16;10.16;10.16;10.16;10.16;10.16;10.16;10.16
1987-03-25;11.34;11.34;11.34;11.34;11.65;11.34;11.34;11.34;11.34;11.34;11.34;11.34;11.34
1987-03-26;9.66;9.66;9.66;9.66;8.6;9.66;9.66;9.66;9.66;9.66;9.66;9.66;9.66
1987-03-27;10.13;10.13;10.13;10.13;10.2;10.13;10.13;10.13;10.13;10.13;10.13;10.13;10.13
1987-03-28;9.5;9.5;9.5;9.5;8.85;9.5;9.5;9.5;9.5;9.5;9.5;9.5;9.5
1987-03-29;6.089999999999999;6.089999999999999;6.089999999999999;6.089999999999999;5.55;6.089999999999999;6.089999999999999;6.089999999999999;6.089999999999999;6.089999999999999;6.089999999999999;6.089999999999999;6.089999999999999
1987-03-30;5.21;5.21;5.21;5.21;4.35;5.21;5.21;5.21;5.21;5.21;5.21;5.21;5.21
1987-03-31;6.529999999999999;6.529999999999999;6.529999999999999;6.529999999999999;6.85;6.529999999999999;6.529999999999999;6.529999999999999;6.529999999999999;6.529999999999999;6.529999999999999;6.529999999999999;6.529999999999999
1987-04-01;7.099999999999999;7.099999999999999;7.099999999999999;7.099999999999999;7.6;7.099999999999999;7.099999999999999;7.099999999999999;7.099999999999999;7.099999999999999;7.099999999999999;7.099999999999999;7.099999999999999
1987-04-02;7.67;7.67;7.67;7.67;8.05;7.67;7.67;7.67;7.67;7.67;7.67;7.67;7.67
1987-04-03;9.62;9.62;9.62;9.62;8.649999999999999;9.62;9.62;9.62;9.62;9.62;9.62;9.62;9.62
1987-04-04;9.76;9.76;9.76;9.76;8.5;9.76;9.76;9.76;9.76;9.76;9.76;9.76;9.76
1987-04-05;9.63;9.63;9.63;9.63;9.9;9.63;9.63;9.63;9.63;9.63;9.63;9.63;9.63
1987-04-06;11.45;11.45;11.45;11.45;11.8;11.45;11.45;11.45;11.45;11.45;11.45;11.45;11.45
1987-04-07;12.18;12.18;12.18;12.18;12.7;12.18;12.18;12.18;12.18;12.18;12.18;12.18;12.18
1987-04-08;12.029999999999998;12.029999999999998;12.029999999999998;12.029999999999998;11.9;12.029999999999998;12.029999999999998;12.029999999999998;12.029999999999998;12.029999999999998;12.029999999999998;12.029999999999998;12.029999999999998
1987-04-09;11.23;11.23;11.23;11.23;10.85;11.23;11.23;11.23;11.23;11.23;11.23;11.23;11.23
1987-04-10;9.989999999999998;9.989999999999998;9.989999999999998;9.989999999999998;9.2;9.989999999999998;9.989999999999998;9.989999999999998;9.989999999999998;9.989999999999998;9.989999999999998;9.989999999999998;9.989999999999998
1987-04-11;9.760000000000002;9.760000000000002;9.760000000000002;9.760000000000002;8.95;9.760000000000002;9.760000000000002;9.760000000000002;9.760000000000002;9.760000000000002;9.760000000000002;9.760000000000002;9.760000000000002
1987-04-12;9.12;9.12;9.12;9.12;8.4;9.12;9.12;9.12;9.12;9.12;9.12;9.12;9.12
1987-04-13;8.71;8.71;8.71;8.71;8.55;8.71;8.71;8.71;8.71;8.71;8.71;8.71;8.71
1987-04-14;9.73;9.73;9.73;9.73;9.55;9.73;9.73;9.73;9.73;9.73;9.73;9.73;9.73
1987-04-15;10.81;10.81;10.81;10.81;11.4;10.81;10.81;10.81;10.81;10.81;10.81;10.81;10.81
1987-04-16;12.080000000000002;12.080000000000002;12.080000000000002;12.080000000000002;12.85;12.080000000000002;12.080000000000002;12.080000000000002;12.080000000000002;12.080000000000002;12.080000000000002;12.080000000000002;12.080000000000002
1987-04-17;13.529999999999998;13.529999999999998;13.529999999999998;13.529999999999998;14.85;13.529999999999998;13.529999999999998;13.529999999999998;13.529999999999998;13.529999999999998;13.529999999999998;13.529999999999998;13.529999999999998
1987-04-18;14.25;14.25;14.25;14.25;15.25;14.25;14.25;14.25;14.25;14.25;14.25;14.25;14.25
1987-04-19;14.060000000000002;14.060000000000002;14.060000000000002;14.060000000000002;14.3;14.060000000000002;14.060000000000002;14.060000000000002;14.060000000000002;14.060000000000002;14.060000000000002;14.060000000000002;14.060000000000002
1987-04-20;13.3;13.3;13.3;13.3;12.6;13.3;13.3;13.3;13.3;13.3;13.3;13.3;13.3
1987-04-21;11.609999999999998;11.609999999999998;11.609999999999998;11.609999999999998;10.75;11.609999999999998;11.609999999999998;11.609999999999998;11.609999999999998;11.609999999999998;11.609999999999998;11.609999999999998;11.609999999999998
1987-04-22;12.08;12.08;12.08;12.08;11.9;12.08;12.08;12.08;12.08;12.08;12.08;12.08;12.08
1987-04-23;13.71;13.71;13.71;13.71;14.95;13.71;13.71;13.71;13.71;13.71;13.71;13.71;13.71
1987-04-24;14.829999999999998;14.829999999999998;14.829999999999998;14.829999999999998;15.95;14.829999999999998;14.829999999999998;14.829999999999998;14.829999999999998;14.829999999999998;14.829999999999998;14.829999999999998;14.829999999999998
1987-04-25;14.49;14.49;14.49;14.49;15.0;14.49;14.49;14.49;14.49;14.49;14.49;14.49;14.49
1987-04-26;14.260000000000002;14.260000000000002;14.260000000000002;14.260000000000002;14.7;14.260000000000002;14.260000000000002;14.260000000000002;14.260000000000002;14.260000000000002;14.260000000000002;14.260000000000002;14.260000000000002
1987-04-27;15.35;15.35;15.35;15.35;15.8;15.35;15.35;15.35;15.35;15.35;15.35;15.35;15.35
1987-04-28;16.319999999999997;16.319999999999997;16.319999999999997;16.319999999999997;18.45;16.319999999999997;16.319999999999997;16.319999999999997;16.319999999999997;16.319999999999997;16.319999999999997;16.319999999999997;16.319999999999997
1987-04-29;16.4;16.4;16.4;16.4;17.4;16.4;16.4;16.4;16.4;16.4;16.4;16.4;16.4
1987-04-30;15.470000000000002;15.470000000000002;15.470000000000002;15.470000000000002;16.1;15.470000000000002;15.470000000000002;15.470000000000002;15.470000000000002;15.470000000000002;15.470000000000002;15.470000000000002;15.470000000000002
1987-05-01;15.910000000000002;15.910000000000002;15.910000000000002;15.910000000000002;16.25;15.910000000000002;15.910000000000002;15.910000000000002;15.910000000000002;15.910000000000002;15.910000000000002;15.910000000000002;15.910000000000002
1987-05-02;15.28;15.28;15.28;15.28;14.95;15.28;15.28;15.28;15.28;15.28;15.28;15.28;15.28
1987-05-03;11.45;11.45;11.45;11.45;10.15;11.45;11.45;11.45;11.45;11.45;11.45;11.45;11.45
1987-05-04;8.069999999999999;8.069999999999999;8.069999999999999;8.069999999999999;8.15;8.069999999999999;8.069999999999999;8.069999999999999;8.069999999999999;8.069999999999999;8.069999999999999;8.069999999999999;8.069999999999999
1987-05-05;9.189999999999998;9.189999999999998;9.189999999999998;9.189999999999998;9.4;9.189999999999998;9.189999999999998;9.189999999999998;9.189999999999998;9.189999999999998;9.189999999999998;9.189999999999998;9.189999999999998
1987-05-06;11.12;11.12;11.12;11.12;11.5;11.12;11.12;11.12;11.12;11.12;11.12;11.12;11.12
1987-05-07;11.57;11.57;11.57;11.57;11.1;11.57;11.57;11.57;11.57;11.57;11.57;11.57;11.57
1987-05-08;12.87;12.87;12.87;12.87;13.0;12.87;12.87;12.87;12.87;12.87;12.87;12.87;12.87
1987-05-09;14.87;14.87;14.87;14.87;16.5;14.87;14.87;14.87;14.87;14.87;14.87;14.87;14.87
1987-05-10;14.25;14.25;14.25;14.25;15.15;14.25;14.25;14.25;14.25;14.25;14.25;14.25;14.25
1987-05-11;13.48;13.48;13.48;13.48;12.95;13.48;13.48;13.48;13.48;13.48;13.48;13.48;13.48
1987-05-12;12.87;12.87;12.87;12.87;11.75;12.87;12.87;12.87;12.87;12.87;12.87;12.87;12.87
1987-05-13;11.499999999999998;11.499999999999998;11.499999999999998;11.499999999999998;10.65;11.499999999999998;11.499999999999998;11.499999999999998;11.499999999999998;11.499999999999998;11.499999999999998;11.499999999999998;11.499999999999998
1987-05-14;10.47;10.47;10.47;10.47;9.2;10.47;10.47;10.47;10.47;10.47;10.47;10.47;10.47
1987-05-15;11.34;11.34;11.34;11.34;10.65;11.34;11.34;11.34;11.34;11.34;11.34;11.34;11.34
1987-05-16;11.29;11.29;11.29;11.29;10.55;11.29;11.29;11.29;11.29;11.29;11.29;11.29;11.29
1987-05-17;11.35;11.35;11.35;11.35;12.05;11.35;11.35;11.35;11.35;11.35;11.35;11.35;11.35
1987-05-18;12.05;12.05;12.05;12.05;10.7;12.05;12.05;12.05;12.05;12.05;12.05;12.05;12.05
1987-05-19;12.31;12.31;12.31;12.31;11.45;12.31;12.31;12.31;12.31;12.31;12.31;12.31;12.31
1987-05-20;12.010000000000002;12.010000000000002;12.010000000000002;12.010000000000002;11.1;12.010000000000002;12.010000000000002;12.010000000000002;12.010000000000002;12.010000000000002;12.010000000000002;12.010000000000002;12.010000000000002
1987-05-21;11.380000000000004;11.380000000000004;11.380000000000004;11.380000000000004;10.75;11.380000000000004;11.380000000000004;11.380000000000004;11.380000000000004;11.380000000000004;11.380000000000004;11.380000000000004;11.380000000000004
1987-05-22;11.37;11.37;11.37;11.37;10.5;11.37;11.37;11.37;11.37;11.37;11.37;11.37;11.37
1987-05-23;12.2;12.2;12.2;12.2;11.95;12.2;12.2;12.2;12.2;12.2;12.2;12.2;12.2
1987-05-24;14.51;14.51;14.51;14.51;14.8;14.51;14.51;14.51;14.51;14.51;14.51;14.51;14.51
1987-05-25;16.39;16.39;16.39;16.39;16.9;16.39;16.39;16.39;16.39;16.39;16.39;16.39;16.39
1987-05-26;17.21;17.21;17.21;17.21;17.6;17.21;17.21;17.21;17.21;17.21;17.21;17.21;17.21
1987-05-27;16.03;16.03;16.03;16.03;15.1;16.03;16.03;16.03;16.03;16.03;16.03;16.03;16.03
1987-05-28;15.0;15.0;15.0;15.0;14.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0
1987-05-29;15.0;15.0;15.0;15.0;14.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0
1987-05-30;15.86;15.86;15.86;15.86;15.3;15.86;15.86;15.86;15.86;15.86;15.86;15.86;15.86
1987-05-31;16.39;16.39;16.39;16.39;15.75;16.39;16.39;16.39;16.39;16.39;16.39;16.39;16.39
1987-06-01;16.130000000000003;16.130000000000003;16.130000000000003;16.130000000000003;15.1;16.130000000000003;16.130000000000003;16.130000000000003;16.130000000000003;16.130000000000003;16.130000000000003;16.130000000000003;16.130000000000003
1987-06-02;16.999999999999996;16.999999999999996;16.999999999999996;16.999999999999996;16.85;16.999999999999996;16.999999999999996;16.999999999999996;16.999999999999996;16.999999999999996;16.999999999999996;16.999999999999996;16.999999999999996
1987-06-03;16.77;16.77;16.77;16.77;16.4;16.77;16.77;16.77;16.77;16.77;16.77;16.77;16.77
1987-06-04;16.209999999999997;16.209999999999997;16.209999999999997;16.209999999999997;15.25;16.209999999999997;16.209999999999997;16.209999999999997;16.209999999999997;16.209999999999997;16.209999999999997;16.209999999999997;16.209999999999997
1987-06-05;16.630000000000003;16.630000000000003;16.630000000000003;16.630000000000003;15.7;16.630000000000003;16.630000000000003;16.630000000000003;16.630000000000003;16.630000000000003;16.630000000000003;16.630000000000003;16.630000000000003
1987-06-06;17.78;17.78;17.78;17.78;17.55;17.78;17.78;17.78;17.78;17.78;17.78;17.78;17.78
1987-06-07;16.84;16.84;16.84;16.84;15.9;16.84;16.84;16.84;16.84;16.84;16.84;16.84;16.84
1987-06-08;14.999999999999996;14.999999999999996;14.999999999999996;14.999999999999996;13.45;14.999999999999996;14.999999999999996;14.999999999999996;14.999999999999996;14.999999999999996;14.999999999999996;14.999999999999996;14.999999999999996
1987-06-09;13.72;13.72;13.72;13.72;12.55;13.72;13.72;13.72;13.72;13.72;13.72;13.72;13.72
1987-06-10;14.63;14.63;14.63;14.63;14.1;14.63;14.63;14.63;14.63;14.63;14.63;14.63;14.63
1987-06-11;16.790000000000003;16.790000000000003;16.790000000000003;16.790000000000003;15.75;16.790000000000003;16.790000000000003;16.790000000000003;16.790000000000003;16.790000000000003;16.790000000000003;16.790000000000003;16.790000000000003
1987-06-12;17.490000000000002;17.490000000000002;17.490000000000002;17.490000000000002;16.049999999999997;17.490000000000002;17.490000000000002;17.490000000000002;17.490000000000002;17.490000000000002;17.490000000000002;17.490000000000002;17.490000000000002
1987-06-13;17.130000000000003;17.130000000000003;17.130000000000003;17.130000000000003;14.15;17.130000000000003;17.130000000000003;17.130000000000003;17.130000000000003;17.130000000000003;17.130000000000003;17.130000000000003;17.130000000000003
1987-06-14;15.81;15.81;15.81;15.81;12.55;15.81;15.81;15.81;15.81;15.81;15.81;15.81;15.81
1987-06-15;14.55;14.55;14.55;14.55;12.8;14.55;14.55;14.55;14.55;14.55;14.55;14.55;14.55
1987-06-16;13.720000000000002;13.720000000000002;13.720000000000002;13.720000000000002;12.75;13.720000000000002;13.720000000000002;13.720000000000002;13.720000000000002;13.720000000000002;13.720000000000002;13.720000000000002;13.720000000000002
1987-06-17;13.85;13.85;13.85;13.85;12.5;13.85;13.85;13.85;13.85;13.85;13.85;13.85;13.85
1987-06-18;15.04;15.04;15.04;15.04;14.45;15.04;15.04;15.04;15.04;15.04;15.04;15.04;15.04
1987-06-19;14.860000000000005;14.860000000000005;14.860000000000005;14.860000000000005;14.85;14.860000000000005;14.860000000000005;14.860000000000005;14.860000000000005;14.860000000000005;14.860000000000005;14.860000000000005;14.860000000000005
1987-06-20;15.44;15.44;15.44;15.44;14.9;15.44;15.44;15.44;15.44;15.44;15.44;15.44;15.44
1987-06-21;15.65;15.65;15.65;15.65;14.15;15.65;15.65;15.65;15.65;15.65;15.65;15.65;15.65
1987-06-22;16.470000000000002;16.470000000000002;16.470000000000002;16.470000000000002;15.4;16.470000000000002;16.470000000000002;16.470000000000002;16.470000000000002;16.470000000000002;16.470000000000002;16.470000000000002;16.470000000000002
1987-06-23;17.869999999999997;17.869999999999997;17.869999999999997;17.869999999999997;16.75;17.869999999999997;17.869999999999997;17.869999999999997;17.869999999999997;17.869999999999997;17.869999999999997;17.869999999999997;17.869999999999997
1987-06-24;18.24;18.24;18.24;18.24;16.700000000000003;18.24;18.24;18.24;18.24;18.24;18.24;18.24;18.24
1987-06-25;18.25;18.25;18.25;18.25;17.15;18.25;18.25;18.25;18.25;18.25;18.25;18.25;18.25
1987-06-26;17.59;17.59;17.59;17.59;17.0;17.59;17.59;17.59;17.59;17.59;17.59;17.59;17.59
1987-06-27;18.67;18.67;18.67;18.67;17.55;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67
1987-06-28;21.53;21.53;21.53;21.53;22.0;21.53;21.53;21.53;21.53;21.53;21.53;21.53;21.53
1987-06-29;23.630000000000003;23.630000000000003;23.630000000000003;23.630000000000003;24.45;23.630000000000003;23.630000000000003;23.630000000000003;23.630000000000003;23.630000000000003;23.630000000000003;23.630000000000003;23.630000000000003
1987-06-30;23.64;23.64;23.64;23.64;22.8;23.64;23.64;23.64;23.64;23.64;23.64;23.64;23.64
